	word	quideword	cerf	pos
12429	lose count		C2	phrase
12430	the country		C2	phrase
12431	the crack of dawn		C2	phrase
12432	to sb's credit		C2	phrase
12433	cry your eyes out		C2	phrase
12434	crystal clear		C2	phrase
12435	cut sth short or cut short sth		C2	phrase
12436	I dare say		C2	phrase
12437	the crack of dawn		C2	phrase
12438	dear to sb/sb's heart		C2	phrase
12439	deciding factor		C2	phrase
12440	dedicate sth to sb		C2	phrase
12441	deep in thought/conversation		C2	phrase
12442	a/some degree of sth		C2	phrase
12443	derive comfort/pleasure, etc. from sth		C2	phrase
12444	the desired effect/result/shape, etc.		C2	phrase
12445	a dim memory/recollection, etc.		C2	phrase
12446	be a disgrace to sb/sth		C2	phrase
12447	do sb/sth justice; do justice to sb/sth		C2	phrase
12448	can't/couldn't very well do sth		C2	phrase
12449	make do (with)		C2	phrase
12450	do the trick		C2	phrase
12451	on the dot		C2	phrase
12452	be down to sb		C2	phrase
12453	a downward spiral		C2	phrase
12454	draw sth/sb across/back/over, etc.		C2	phrase
12455	draw to a close/end		C2	phrase
12456	draw a comparison/distinction		C2	phrase
12457	early on		C2	phrase
12458	at the earliest		C2	phrase
12459	in effect		C2	phrase
12460	come/go into effect		C2	phrase
12461	be an effort		C2	phrase
12462	your elders		C2	phrase
12463	or else		C2	phrase
12464	a means to an end		C2	phrase
12465	the tail end of sth		C2	phrase
12466	sure enough		C2	phrase
12467	a narrow escape		C2	phrase
12468	in essence		C2	phrase
12469	ethics		C2	phrase
12470	ever such a		C2	phrase
12471	ever-changing/growing/increasing, etc.		C2	phrase
12472	every so often		C2	phrase
12473	every other day/week, etc.		C2	phrase
12474	do sth to excess		C2	phrase
12475	extend from/into/over, etc.		C2	phrase
12476	the fabric of sth		C2	phrase
12477	let's face it		C2	phrase
12478	not have the faintest idea		C2	phrase
12479	a fair amount/distance/size, etc.		C2	phrase
12480	fair play		C2	phrase
12481	far from doing sth		C2	phrase
12482	go so far as to do sth		C2	phrase
12483	go too far		C2	phrase
12484	few and far between		C2	phrase
12485	be far removed from sth		C2	phrase
12486	a faraway look/expression		C2	phrase
12487	fast asleep		C2	phrase
12488	thick and fast		C2	phrase
12489	cross your mind	IDIOM	B2	phrase
12490	keep your cool	IDIOM	C1	phrase
12491	to cut a long story short	IDIOM	C1	phrase
12492	down to earth	IDIOM	C1	phrase
12493	down to earth	IDIOM	C1	phrase
12494	(take) the easy way out	IDIOM	C1	phrase
12495	easier said than done	IDIOM	C1	phrase
12496	at face value	IDIOM	C1	phrase
12497	face the music	IDIOM	C1	phrase
12498	be a far cry from sth	IDIOM	C1	phrase
12499	find common ground	IDIOM	C2	phrase
12500	keep a cool head	IDIOM	C2	phrase
12501	lose your cool	IDIOM	C2	phrase
12502	cross sb's path	IDIOM	C2	phrase
12503	a shoulder to cry on	IDIOM	C2	phrase
12504	in the dark	IDIOM	C2	phrase
12505	make sb's day	IDIOM	C2	phrase
12506	fall on deaf ears	IDIOM	C2	phrase
12507	throw sb in at the deep end	IDIOM	C2	phrase
12508	go/run deep	IDIOM	C2	phrase
12509	out of your depth	IDIOM	C2	phrase
12510	do the job	IDIOM	C2	phrase
12511	down and out	IDIOM	C2	phrase
12512	go downhill	IDIOM	C2	phrase
12513	draw the line (at sth)	IDIOM	C2	phrase
12514	a drop in the ocean	IDIOM	C2	phrase
12515	a nest egg	IDIOM	C2	phrase
12516	not be the end of the world	IDIOM	C2	phrase
12517	be at/reach the end of your tether	IDIOM	C2	phrase
12518	throw sb in at the deep end	IDIOM	C2	phrase
12519	to/till/until the bitter end	IDIOM	C2	phrase
12520	lose face	IDIOM	C2	phrase
12521	keep a straight face	IDIOM	C2	phrase
12522	on the face of it	IDIOM	C2	phrase
12523	in the face of sth	IDIOM	C2	phrase
12524	fly in the face of	IDIOM	C2	phrase
12525	a slap in the face	IDIOM	C2	phrase
12526	a fast track (to sth)	IDIOM	C2	phrase
12527	the fast lane	IDIOM	C2	phrase
12528	forgive me		B2	phrase
12529	Guess what?		A2	phrase
12530	Oh my God!		B1	phrase
12531	thank God		B1	phrase
12532	hours		B1	phrase
12533	keep your fingers crossed/ cross your fingers	IDIOM	C2	phrase
12534	do sb a/the world of good		C2	phrase
12535	go with the flow	IDIOM	C2	phrase
12536	not have a clue		B2	phrase
12537	give sth a miss		C1	phrase
12538	you have to hand it to sb		C2	phrase
12539	hit the roof	IDIOM	C2	phrase
12540	the hell		B2	phrase
12541	a/one hell of a		C2	phrase
12542	like hell		C2	phrase
12543	be a bad/good influence (on sb)		B2	phrase
12544	the headlines		B2	phrase
12545	a horror film/movie/story		B1	phrase
12546	do sb good		B2	phrase
12547	give birth		B2	phrase
12548	on the one hand ... on the other hand		B2	phrase
12549	take issue (with sb/sth)		C1	phrase
12550	in all honesty		C2	phrase
12551	don't hesitate to do sth		B2	phrase
12552	give sb a call/ring		A2	phrase
12553	have a word with sb		B2	phrase
12554	give sb your word		C1	phrase
12555	I guess		B1	phrase
12556	I guess so/not		B2	phrase
12557	find sb guilty/not guilty		B2	phrase
12558	funds		C1	phrase
12559	by hand		B1	phrase
12560	make fun of sb/sth		B2	phrase
12561	give a party		A2	phrase
12562	have a rest/shower/walk, etc.		A2	phrase
12563	get sth painted/repaired, etc.		B1	phrase
12564	fix sth onto/to/under, etc.		B2	phrase
12565	give a performance/speech, etc.		B2	phrase
12566	help yourself (to sth)		B1	phrase
12567	frame of mind		C2	phrase
12568	for fun or for the fun of it		B1	phrase
12569	break the ice	IDIOM	B2	phrase
12570	find sb/sth easy/boring/funny, etc.		B1	phrase
12571	fear the worst		C2	phrase
12572	be friends (with sb)		B1	phrase
12573	make friends (with sb)		B1	phrase
12574	on foot		A2	phrase
12575	give way		C1	phrase
12576	an invasion of privacy		C2	phrase
12577	the girls		B1	phrase
12578	guys		B1	phrase
12579	a hand		B1	phrase
12580	hand in hand		B2	phrase
12581	from start to finish		C1	phrase
12582	the foot of sth		C1	phrase
12583	set foot in/on sth		C1	phrase
12584	in the form of sth		C1	phrase
12585	gardens		C1	phrase
12586	at a glance		C1	phrase
12587	at hand		C1	phrase
12588	be in sb's hands		C1	phrase
12589	a host of sth		C1	phrase
12590	all hours		C1	phrase
12591	be no mean feat		C2	phrase
12592	single/double, etc. figures		C2	phrase
12593	have/keep your finger on the pulse		C2	phrase
12594	burst into flames		C2	phrase
12595	a flight of stairs/steps		C2	phrase
12596	get/rise to your feet		C2	phrase
12597	be on (good) form		C2	phrase
12598	a gap in the market		C2	phrase
12599	make a go of sth		C2	phrase
12600	an educated guess		C2	phrase
12601	with your bare hands		C2	phrase
12602	on hand or to hand		C2	phrase
12603	at the hands of sb		C2	phrase
12604	get/lay your hands on sth		C2	phrase
12605	in hand		C2	phrase
12606	take the law into your own hands		C2	phrase
12607	laugh/shout/scream, etc. your head off		C2	phrase
12608	a roof over your head		C2	phrase
12609	a hint of sth		C2	phrase
12610	the early/small hours		C2	phrase
12611	add insult to injury		C2	phrase
12612	at issue		C2	phrase
12613	go hand in hand	IDIOM	C1	phrase
12614	lose your head	IDIOM	C1	phrase
12615	put your finger on sth	IDIOM	C2	phrase
12616	at your fingertips	IDIOM	C2	phrase
12617	put your foot down	IDIOM	C2	phrase
12618	put your foot in it	IDIOM	C2	phrase
12619	get off/start on the wrong foot	IDIOM	C2	phrase
12620	put your feet up	IDIOM	C2	phrase
12621	play games	IDIOM	C2	phrase
12622	touch and go	IDIOM	C2	phrase
12623	get/gain the upper hand	IDIOM	C2	phrase
12624	get out of hand	IDIOM	C2	phrase
12625	a free hand	IDIOM	C2	phrase
12626	have your hands full	IDIOM	C2	phrase
12627	keep a cool head	IDIOM	C2	phrase
12628	keep your head above water	IDIOM	C2	phrase
12629	be the tip of the iceberg	IDIOM	C2	phrase
12630	be no good or be not any/much good		B2	phrase
12631	for good		C1	phrase
12632	there's no harm in doing sth		C1	phrase
12633	your own flesh and blood	IDIOM	C2	phrase
12634	in the hope of/that		C1	phrase
12635	on the increase		C1	phrase
12636	for fear of sth/doing sth		C2	phrase
12637	freedom from sth		C2	phrase
12638	bear fruit		C2	phrase
12639	the fruit(s) of sth		C2	phrase
12640	the height of sth		C2	phrase
12641	sb's best/last/only hope		C2	phrase
12642	add insult to injury		C2	phrase
12643	on the grounds of/that		C1	phrase
12644	get a grip (on yourself)	IDIOM	C1	phrase
12645	come/get to grips with sth	IDIOM	C2	phrase
12646	happen to do sth		C1	phrase
12647	as it happens		C1	phrase
12648	glow with happiness/pride,etc.		C2	phrase
12649	grin and bear it		C2	phrase
12650	have fun/a nice time/a problem, etc.		A2	phrase
12651	find the money/time, etc.		B1	phrase
12652	have sth cleaned/cut/repaired, etc.		B1	phrase
12653	have sth stolen/taken, etc.		B1	phrase
12654	have no idea		B1	phrase
12655	find yourself somewhere/doing sth 		B2	phrase
12656	be found		B2	phrase
12657	have sb over/round/to stay, etc.		B2	phrase
12658	have nothing to do with sb/sth		B2	phrase
12659	have nothing to do with sb		B2	phrase
12660	hold your breath		B2	phrase
12661	be/get hooked on sth		B2	phrase
12662	have sth against sb/sth		C1	phrase
12663	hold an opinion/belief/view		C1	phrase
12664	hold a conversation		C1	phrase
12665	hold sb's attention/interest		C1	phrase
12666	be intended for		C1	phrase
12667	find fault with sb/sth		C2	phrase
12668	give rise to sth		C2	phrase
12669	give vent to		C2	phrase
12670	give way to sth		C2	phrase
12671	give way		C2	phrase
12672	give sb a hard time		C2	phrase
12673	have sb do sth		C2	phrase
12674	have it in for sb		C2	phrase
12675	not have the faintest idea		C2	phrase
12676	as the/its name implies		C2	phrase
12677	find common ground	IDIOM	C2	phrase
12678	grasp the nettle	IDIOM	C2	phrase
12679	hold your breath	IDIOM	C2	phrase
12680	hold your own	IDIOM	C2	phrase
12681	not hold water	IDIOM	C2	phrase
12682	can't/couldn't help doing sth		B1	phrase
12683	hope to do sth		B1	phrase
12684	God		A2	phrase
12685	how come		C1	phrase
12686	it's a good job		C2	phrase
12687	get sth off your chest	IDIOM	C2	phrase
12688	great big/long, etc.		B2	phrase
12689	not half as good/bad/exciting, etc.		B2	phrase
12690	hang on	WAIT	B1	phrasal verb
12691	go for sth	TRY TO GET	B2	phrasal verb
12692	get a move on		C2	phrase
12693	be into sth		B1	phrase
12694	be without foundation; have no foundation		C2	phrase
12695	come in handy		C2	phrase
12696	in view of sth		B2	phrase
12697	be glad of sth		C1	phrase
12698	in the event of sth		C1	phrase
12699	in respect of sth		C1	phrase
12700	in attendance		C2	phrase
12701	in the vicinity (of sth)		C2	phrase
12702	in part		C2	phrase
12703	to all intents and purposes		C2	phrase
12704	hold on	WAIT	B1	phrasal verb
12705	hold on	CONFUSED/SURPRISED	C1	phrasal verb
12706	can't/couldn't get over sth		B2	phrase
12707	hundreds		B2	phrase
12708	grab sb's attention		C1	phrase
12709	in a flash		C2	phrase
12710	Don't get me wrong		C2	phrase
12711	get moving		C2	phrase
12712	go overboard		C2	phrase
12713	so far so good		C2	phrase
12714	heaps of sth		C2	phrase
12715	in a big way		C2	phrase
12716	in a flash		C2	phrase
12717	be in for sth		C2	phrase
12718	be itching to do sth		C2	phrase
12719	get your act together	IDIOM	C2	phrase
12720	get the hang of sth	IDIOM	C2	phrase
12721	get the picture	IDIOM	C2	phrase
12722	go with the flow	IDIOM	C2	phrase
12723	let your hair down	IDIOM	C2	phrase
12724	get the hang of sth	IDIOM	C2	phrase
12725	inclined to do sth		C2	phrase
12726	artistically/technically, etc. inclined		C2	phrase
12727	a handful of		B2	phrase
12728	the following		B2	phrase
12729	feelings		B1	phrase
12730	be under the impression		B2	phrase
12731	folk art/dancing, etc.		B1	phrase
12732	get over sth/sb 	GET BETTER	B2	phrasal verb
12733	go down with sth		B2	phrasal verb
12734	good for you		A1	phrase
12735	get cancer/flu, etc.		B1	phrase
12736	a history of sth		C1	phrase
12737	feel faint		C2	phrase
12738	have (got) on sth or have (got) sth on		B1	phrasal verb
12739	give in	AGREE	B1	phrasal verb
12740	hear from sb 		B1	phrasal verb
12741	get across sth or get sth across		B2	phrasal verb
12742	give away sth or give sth away	SECRET	B2	phrasal verb
12743	go ahead	ALLOW	B2	phrasal verb
12744	go on	TALK AGAIN	B2	phrasal verb
12745	be getting at sth 		C1	phrasal verb
12746	get back to sb		C1	phrasal verb
12747	go into sth	DESCRIBE	C2	phrasal verb
12748	go on	TALK FOR A LONG TIME	C2	phrasal verb
12749	(that's) fine		A1	phrase
12750	for example		A1	phrase
12751	Don't forget...		A1	phrase
12752	Happy Birthday/New Year, etc.		A1	phrase
12753	How are you?		A1	phrase
12754	Help!		A2	phrase
12755	How about...?		A2	phrase
12756	How do you do?		A2	phrase
12757	if not		A2	phrase
12758	if you like		A2	phrase
12759	instructions		A2	phrase
12760	for instance		B1	phrase
12761	in general		B1	phrase
12762	get in touch		B1	phrase
12763	to be honest		B1	phrase
12764	How about ...?		B1	phrase
12765	if I were you		B1	phrase
12766	if only		B1	phrase
12767	in fact		B1	phrase
12768	in the end		B1	phrase
12769	in general		B1	phrase
12770	in particular		B1	phrase
12771	for instance		B1	phrase
12772	as follows		B2	phrase
12773	in general		B2	phrase
12774	get sb/sth to do sth		B2	phrase
12775	go into detail/s		B2	phrase
12776	it goes without saying		B2	phrase
12777	it's a good thing		B2	phrase
12778	Good for you!		B2	phrase
12779	get hold of sth/sb		B2	phrase
12780	in general		B2	phrase
12781	in actual fact		B2	phrase
12782	in any case		B2	phrase
12783	in that case		B2	phrase
12784	in brief		B2	phrase
12785	In conclusion		B2	phrase
12786	in other words		B2	phrase
12787	in writing		B2	phrase
12788	in response to		B2	phrase
12789	for a start		C1	phrase
12790	on hold		C1	phrase
12791	How dare she/you, etc.		C1	phrase
12792	in a sense		C1	phrase
12793	in short		C1	phrase
12794	for one thing		C2	phrase
12795	ring hollow		C2	phrase
12796	How strange/stupid/weird, etc. is that?		C2	phrase
12797	in all honesty		C2	phrase
12798	in no uncertain terms		C2	phrase
12799	know sth inside out	IDIOM	C1	phrase
12800	get away with sth 		B2	phrasal verb
12801	a few		A2	phrase
12802	quite a few		A2	phrase
12803	the front	MOST IMPORTANT SIDE	A2	phrase
12804	in front of sth/sb		A2	phrase
12805	in front of sb/sth		A2	phrase
12806	in front		B1	phrase
12807	in front		B1	phrase
12808	a great deal		B2	phrase
12809	in two/half		B2	phrase
12810	in all		B2	phrase
12811	a good deal		C1	phrase
12812	back to front		C2	phrase
12813	a breath of fresh air	IDIOM	C2	phrase
12814	get through sth 	SUCCEED	B2	phrasal verb
12815	go off	FOOD	B2	phrasal verb
12816	high in sth		C1	phrase
12817	sb's finances		B2	phrase
12818	go down	SUN	B1	phrasal verb
12819	fresh air		B1	phrase
12820	the ground		B1	phrase
12821	get (sb) up		A1	phrasal verb
12822	go out	LEAVE	A1	phrasal verb
12823	find out (sth) or find (sth) out		A2	phrasal verb
12824	give back sth or give sth back		A2	phrasal verb
12825	go in		A2	phrasal verb
12826	fill up (sth) or fill (sth) up		B1	phrasal verb
12827	get back sth or get sth back		B1	phrasal verb
12828	get in	ENTER	B1	phrasal verb
12829	get on	MANAGE	B1	phrasal verb
12830	give in sth or give sth in		B1	phrasal verb
12831	give out sth or give sth out		B1	phrasal verb
12832	give up (sth) or give (sth) up		B1	phrasal verb
12833	go away	LEAVE	B1	phrasal verb
12834	go off	LEAVE	B1	phrasal verb
12835	hand out sth or hand sth out		B1	phrasal verb
12836	hang about/around (swh)		B1	phrasal verb
12837	hang out		B1	phrasal verb
12838	hang up sth or hang sth up		B1	phrasal verb
12839	hurry up		B1	phrasal verb
12840	follow up sth or follow sth up		B2	phrasal verb
12841	get at sth		B2	phrasal verb
12842	get down to sth		B2	phrasal verb
12843	get out of sth/doing sth 		B2	phrasal verb
12844	get round to sth 		B2	phrasal verb
12845	get up		B2	phrasal verb
12846	give up (sth/doing sth) or give (sth) up		B2	phrasal verb
12847	go ahead	START	B2	phrasal verb
12848	go on	CONTINUE DOING	B2	phrasal verb
12849	hand over sb/sth or hand sb/sth over		B2	phrasal verb
12850	help out (sb) or help (sb) out		B2	phrasal verb
12851	hurry up sb/sth or hurry sb/sth up 		B2	phrasal verb
12852	finish off (sth) or finish (sth) off		C1	phrasal verb
12853	get (sb/sth) out		C1	phrasal verb
12854	hold sb/sth back	PREVENT MOVEMENT	C1	phrasal verb
12855	flick through sth		C2	phrasal verb
12856	get up to sth 		C2	phrasal verb
12857	grasp at sth		C2	phrasal verb
12858	go running/swimming, etc.		A2	phrase
12859	get down/into/off, etc.		B1	phrase
12860	get rid of sth		B1	phrase
12861	glance at/around/towards, etc.		B1	phrase
12862	break/cut, etc. sth in half		B1	phrase
12863	set sb/sth free		B2	phrase
12864	gaze at/into/out of, etc.		B2	phrase
12865	get to do sth		B2	phrase
12866	glance at/over/through, etc.		B2	phrase
12867	head back/down/towards, etc.		B2	phrase
12868	catch/get/grab/take hold of sth/sb 		B2	phrase
12869	(be) in your fifties		B2	phrase
12870	(be) in your forties		B2	phrase
12871	grow up		A2	phrasal verb
12872	figure out sth/sb or figure sth/sb out		B2	phrasal verb
12873	get sb down		B2	phrasal verb
12874	go off sth/sb		B2	phrasal verb
12875	identify with sb/sth		B2	phrasal verb
12876	get to sb		C2	phrasal verb
12877	feel like/as if		B1	phrase
12878	feel like sth/doing sth 		B1	phrase
12879	feel like sb/sth		B1	phrase
12880	feel sorry for		B1	phrase
12881	be fond of sb/sth		B1	phrase
12882	for fun or for the fun of it		B1	phrase
12883	a sense of humour		B1	phrase
12884	in tears		B1	phrase
12885	be in favour of sth		B2	phrase
12886	feel different/strange, etc.		B2	phrase
12887	fill sb with anger/joy/pride, etc.		B2	phrase
12888	make a fool (out) of sb 		B2	phrase
12889	make a fool of yourself 		B2	phrase
12890	get the feeling/idea/impression, etc.		B2	phrase
12891	get on sb's nerves		B2	phrase
12892	go red		B2	phrase
12893	be hard on sb 		B2	phrase
12894	in honour of sb/sth 		B2	phrase
12895	be in favour of sth		B2	phrase
12896	in sb's eyes		B2	phrase
12897	in good/high/low, etc. spirits		B2	phrase
12898	in honour of sb/sth 		B2	phrase
12899	be good company		C1	phrase
12900	be full of yourself		C2	phrase
12901	be only human		C2	phrase
12902	in cold blood	IDIOM	C2	phrase
12903	get on	RELATIONSHIP	B1	phrasal verb
12904	get together 		B1	phrasal verb
12905	go out	RELATIONSHIP	B1	phrasal verb
12906	hit it off		B2	phrasal verb
12907	get to know sb/sth 		B1	phrase
12908	a broken home		C2	phrase
12909	break sb's heart	IDIOM	B2	phrase
12910	give in	ADMIT DEFEAT	B2	phrasal verb
12911	go shopping		A1	phrase
12912	for sale		A2	phrase
12913	finish first/second, etc.		B1	phrase
12914	in stock		B2	phrase
12915	get back		A2	phrasal verb
12916	get off (sth)		A2	phrasal verb
12917	get on (sth)		A2	phrasal verb
12918	get in	ARRIVE	B1	phrasal verb
12919	get out	LEAVE	B1	phrasal verb
12920	go away	HOLIDAY	B1	phrasal verb
12921	go back		B1	phrasal verb
12922	get away	ESCAPE	B2	phrasal verb
12923	get away	GO SOMEWHERE	B2	phrasal verb
12924	get here/there/home/to work, etc.		A1	phrase
12925	get a bus/train/taxi, etc.		A1	phrase
12926	first/second/third, etc. gear		B2	phrase
12927	go into sth	START	C1	phrasal verb
12928	hold down a job		C2	phrasal verb
12929	incapable of sth/doing sth		C1	phrase
12930	irrespective of sth		C2	phrase
12931	invade sb's privacy		C2	phrase
12932	for/in the foreseeable future		C2	phrase
12933	be/get involved (in/with sth)		B2	phrase
12934	be inclined to think/believe/agree, etc.		C1	phrase
12935	inclined to do sth		C2	phrase
12936	an isolated case/event/example, etc.		C2	phrase
12937	a further 10/100, etc.		C1	phrase
12938	the following day/morning, etc.		B1	phrase
12939	bad/ill feeling		C1	phrase
12940	have no hesitation in doing sth		C1	phrase
12941	fire sb's imagination		C2	phrase
12942	be an inspiration to sb		C2	phrase
12943	in isolation		C2	phrase
12944	the homeless		C1	phrase
12945	to speak/think highly of sb/sth		C2	phrase
12946	room for improvement		C1	phrase
12947	be hungry for sth		C2	phrase
12948	fill in/out sth or fill sth in/out		A2	phrasal verb
12949	give away sth or give sth away	FREE	B1	phrasal verb
12950	give up sth or give sth up		B1	phrasal verb
12951	go down	BECOME LESS	B1	phrasal verb
12952	go for sth	CHOOSE	B1	phrasal verb
12953	go off	STOP WORKING	B1	phrasal verb
12954	go on	CONTINUE	B1	phrasal verb
12955	go on	HAPPEN	B1	phrasal verb
12956	go out	LIGHT/FIRE	B1	phrasal verb
12957	go up	INCREASE	B1	phrasal verb
12958	hand in sth or hand sth in		B1	phrasal verb
12959	hang up		B1	phrasal verb
12960	hold up sb/sth or hold sb/sth up		B1	phrasal verb
12961	finish with sb		B2	phrasal verb
12962	fit in with sth 	SUITABLE	B2	phrasal verb
12963	focus (sth) on/upon sb/sth 		B2	phrasal verb
12964	get in	BE CHOSEN	B2	phrasal verb
12965	get into sth 	BE CHOSEN	B2	phrasal verb
12966	get on with sth		B2	phrasal verb
12967	get to		B2	phrasal verb
12968	go by	TIME	B2	phrasal verb
12969	go off	MAKE NOISE	B2	phrasal verb
12970	go over sth 		B2	phrasal verb
12971	go through sth	EXPERIENCE	B2	phrasal verb
12972	go through sth	EXAMINE	B2	phrasal verb
12973	be heading for sth 		B2	phrasal verb
12974	have heard of sb/sth 		B2	phrasal verb
12975	heat up sth or heat sth up		B2	phrasal verb
12976	fit in		C1	phrasal verb
12977	fit in with sth 	SUCCESSFUL PART	C1	phrasal verb
12978	fix sth up		C1	phrasal verb
12979	get into sth 	BE INTERESTED	C1	phrasal verb
12980	get out	DIFFERENT PLACES	C1	phrasal verb
12981	get (sb) through sth		C1	phrasal verb
12982	get through to sb		C1	phrasal verb
12983	go into sth	BE USED	C1	phrasal verb
12984	go off	EXPLODE	C1	phrasal verb
12985	hold back sth or hold sth back	NOT TELL	C1	phrasal verb
12986	insist on sth		C1	phrasal verb
12987	feast on sth		C2	phrasal verb
12988	fend for yourself		C2	phrasal verb
12989	be flooded with sth		C2	phrasal verb
12990	frown on/upon sth		C2	phrasal verb
12991	get through sth 	FINISH	C2	phrasal verb
12992	be glued to sth		C2	phrasal verb
12993	go by	MOVE PAST	C2	phrasal verb
12994	go down	BE CONSIDERED	C2	phrasal verb
12995	go through with sth		C2	phrasal verb
12996	go up	EXPLODE	C2	phrasal verb
12997	go without (sth)		C2	phrasal verb
12998	hail sb/sth as sth		C2	phrasal verb
12999	hand sth down or hand down sth		C2	phrasal verb
13000	head off 		C2	phrasal verb
13001	hold sth against sb		C2	phrasal verb
13002	hold sb/sth back	PREVENT PROGRESS	C2	phrasal verb
13003	hold back sth or hold sth back	EMOTION	C2	phrasal verb
13004	hold off (sth/doing sth)		C2	phrasal verb
13005	hold onto sth/sb		C2	phrasal verb
13006	hold out hope		C2	phrasal verb
13007	hold out hope		C2	phrasal verb
13008	half past one/two/three, etc.		A1	phrase
13009	first of all		A2	phrase
13010	first of all		A2	phrase
13011	follow a road/path, etc.		A2	phrase
13012	the front	FORWARD PART	A2	phrase
13013	the future		A2	phrase
13014	get married		A2	phrase
13015	be going to do/be sth 		A2	phrase
13016	be going to do sth		A2	phrase
13017	go to the toilet		A2	phrase
13018	happy to do sth		A2	phrase
13019	have (got) to do sth 		A2	phrase
13020	have (got) to do sth		A2	phrase
13021	here you are/here it is, etc.		A2	phrase
13022	(by) herself		A2	phrase
13023	(by) himself		A2	phrase
13024	sb's fault		B1	phrase
13025	feel at home		B1	phrase
13026	catch fire		B1	phrase
13027	on fire		B1	phrase
13028	at first		B1	phrase
13029	the first		B1	phrase
13030	fit (sth) in/into/through/under, etc.		B1	phrase
13031	for ever		B1	phrase
13032	for sure		B1	phrase
13033	be friendly with sb		B1	phrase
13034	in full		B1	phrase
13035	the future		B1	phrase
13036	in future		B1	phrase
13037	get cold/ill/late, etc.		B1	phrase
13038	get worse		B1	phrase
13039	get caught/killed/told off, etc.		B1	phrase
13040	get sth wrong		B1	phrase
13041	go badly/well, etc.		B1	phrase
13042	go wrong		B1	phrase
13043	go bald/blind/grey, etc.		B1	phrase
13044	the heart of sth		B1	phrase
13045	with the help of  sth		B1	phrase
13046	feel at home		B1	phrase
13047	have no idea		B1	phrase
13048	in time		B1	phrase
13049	in advance		B1	phrase
13050	in love		B1	phrase
13051	in addition (to)		B1	phrase
13052	in detail		B1	phrase
13053	in full		B1	phrase
13054	in future		B1	phrase
13055	in order (for sb/sth) to do sth		B1	phrase
13056	(just) in case		B1	phrase
13057	in case of sth		B1	phrase
13058	at fault		B2	phrase
13059	the fifties		B2	phrase
13060	at first sight		B2	phrase
13061	in the first place		B2	phrase
13062	fall flat on your face		B2	phrase
13063	for the moment		B2	phrase
13064	for once		B2	phrase
13065	for real		B2	phrase
13066	forget it		B2	phrase
13067	the former		B2	phrase
13068	the forties		B2	phrase
13069	from side to side		B2	phrase
13070	from time to time		B2	phrase
13071	a week/six months/ten years, etc. from now		B2	phrase
13072	in the near future		B2	phrase
13073	get rid of sth		B2	phrase
13074	take sb/sth for granted		B2	phrase
13075	take it for granted		B2	phrase
13076	grow tired/old/calm, etc.		B2	phrase
13077	with all your heart		B2	phrase
13078	by heart		B2	phrase
13079	here and there		B2	phrase
13080	however cold/difficult/slowly, etc.		B2	phrase
13081	if so		B2	phrase
13082	as if		B2	phrase
13083	in connection with sth		B2	phrase
13084	in due course		B2	phrase
13085	in sb's direction		B2	phrase
13086	in season		B2	phrase
13087	in secret		B2	phrase
13088	in person		B2	phrase
13089	in place of sth		B2	phrase
13090	in the first place		B2	phrase
13091	in practice		B2	phrase
13092	in private		B2	phrase
13093	in progress		B2	phrase
13094	in relation to sth		B2	phrase
13095	in relation to sth		B2	phrase
13096	in this respect/in many respects		B2	phrase
13097	in a row		B2	phrase
13098	in those days		B2	phrase
13099	in turn		B2	phrase
13100	inside out		B2	phrase
13101	it's sb/sth		B2	phrase
13102	in sb's favour		C1	phrase
13103	feel compelled to do sth		C1	phrase
13104	first and foremost		C1	phrase
13105	come first		C1	phrase
13106	fall flat		C1	phrase
13107	the focus of sth		C1	phrase
13108	for good		C1	phrase
13109	for life		C1	phrase
13110	for long		C1	phrase
13111	for the most part		C1	phrase
13112	for the time being		C1	phrase
13113	first and foremost		C1	phrase
13114	foul language		C1	phrase
13115	free from/of sth		C1	phrase
13116	from then/that day, etc. on		C1	phrase
13117	from start to finish		C1	phrase
13118	fulfil a duty/promise/responsibility, etc.		C1	phrase
13119	fulfil an ambition/dream/goal, etc.		C1	phrase
13120	fulfil a function/need/role, etc.		C1	phrase
13121	fulfil criteria/requirements/qualifications, etc.		C1	phrase
13122	gather speed/strength/support, etc.		C1	phrase
13123	get on sb's nerves		C1	phrase
13124	get rid of sb		C1	phrase
13125	get sth straight		C1	phrase
13126	keep sb going		C1	phrase
13127	go from strength to strength		C1	phrase
13128	grab the opportunity/chance		C1	phrase
13129	in your heart		C1	phrase
13130	on hold		C1	phrase
13131	the home of sth/sb		C1	phrase
13132	make yourself at home		C1	phrase
13133	broaden/expand/widen your horizons		C1	phrase
13134	on the horizon		C1	phrase
13135	a hot issue/topic		C1	phrase
13136	how far		C1	phrase
13137	in turn		C1	phrase
13138	in accordance with sth		C1	phrase
13139	in aid of sb/sth		C1	phrase
13140	in association with		C1	phrase
13141	in bulk		C1	phrase
13142	in common with sb/sth		C1	phrase
13143	in demand		C1	phrase
13144	in any event		C1	phrase
13145	in sb's favour		C1	phrase
13146	in the form of sth		C1	phrase
13147	in your heart		C1	phrase
13148	in the hope of/that		C1	phrase
13149	be in sb's interest(s)		C1	phrase
13150	in the light of sth		C1	phrase
13151	in moderation		C1	phrase
13152	be in two minds		C1	phrase
13153	be in position		C1	phrase
13154	in the region of sth		C1	phrase
13155	in reverse		C1	phrase
13156	in no time		C1	phrase
13157	in tune		C1	phrase
